ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
Q9UP95,Solute carrier family 12 member 4,SLC12A4,1399212,U55054,Q9UP95,S12A4_HUMAN,,SLC12A4,SLC12A4,HGNC:10913,Human,DB00887
P43088,Prostaglandin F2-alpha receptor,PTGFR,456564,L24470,P43088,PF2R_HUMAN,,PTGFR,PTGFR,HGNC:9600,Human,DB00287; DB00654; DB00905; DB01160; DB08819
Q08210,"Dihydroorotate dehydrogenase (quinone), mitochondrial",PFF0160c,46362265,CR382398,Q08210,PYRD_PLAF7,,,,,Plasmodium falciparum (isolate 3D7),DB01117
P07101,Tyrosine 3-monooxygenase,TH,37127,Y00414,P07101,TY3H_HUMAN,,TH,TH,HGNC:11782,Human,DB00360; DB00765
Q5L2G3,Uncharacterized oxidoreductase CzcO-like,GK0582,56378959,BA000043,Q5L2G3,CZCO_GEOKA,,,,,Geobacillus kaustophilus (strain HTA426),DB00845
P17117,Oxygen-insensitive NADPH nitroreductase,nfsA,609324,U18655,P17117,NFSA_ECOLI,,,,,Escherichia coli (strain K12),DB00698
P52895,Aldo-keto reductase family 1 member C2,AKR1C2,531160,U05598,P52895,AK1C2_HUMAN,,AKR1C2,AKR1C2,HGNC:385,Human,DB01586
P12236,ADP/ATP translocase 3,SLC25A6,339723,J03592,P12236,ADT3_HUMAN,,SLC25A6,SLC25A6,HGNC:10992,Human,DB00720
Q02643,Growth hormone-releasing hormone receptor,GHRHR,183173,L01406,Q02643,GHRHR_HUMAN,,GHRHR,GHRHR,HGNC:4266,Human,DB00010; DB08869
Q9NP56,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B",PDE7B,8439497,AB038040,Q9NP56,PDE7B_HUMAN,,PDE7B,PDE7B,HGNC:8792,Human,DB00651; DB00920
P15509,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,CSF2RA,32089,X17648,P15509,CSF2R_HUMAN,,CSF2RA,CSF2RA,HGNC:2435,Human,DB00020
P68871,Hemoglobin subunit beta,HBB,455997,U01317,P68871,HBB_HUMAN,,HBB,HBB,HGNC:4827,Human,DB00893
P21430,Matrix protein 2,M,324265,M23978,P21430,M2_I60A0,,,,,Influenza A virus (strain A/Ann Arbor/6/1960 H2N2),DB00478; DB00915
Q9Y233,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",PDE10A,4958858,AB020593,Q9Y233,PDE10_HUMAN,,PDE10A,PDE10A,HGNC:8772,Human,DB00975; DB08814
P41145,Kappa-type opioid receptor,OPRK1,532060,U11053,P41145,OPRK_HUMAN,,OPRK1,OPRK1,HGNC:8154,Human,DB00295; DB00318; DB00327; DB00454; DB00497; DB00611; DB00647; DB00652; DB00704; DB00836; DB00844; DB00921; DB01183; DB01209; DB06738; DB09272
P09252,DNA polymerase catalytic subunit,ORF28,60016,X04370,P09252,DPOL_VZVD,,,,,HHV-3,DB00426; DB00787
P15056,Serine/threonine-protein kinase B-raf,BRAF,41387220,M95712,P15056,BRAF_HUMAN,,BRAF,BRAF,HGNC:1097,Human,DB00398; DB08881; DB08896; DB08912
Q8TDS4,Hydroxycarboxylic acid receptor 2,GPR109A,28975188,AY148884,Q8TDS4,HCAR2_HUMAN,,GPR109A,GPR109A,HGNC:24827,Human,DB00627
P42261,Glutamate receptor 1,GRIA1,183281,M64752,P42261,GRIA1_HUMAN,,GRIA1,GRIA1,HGNC:4571,Human,DB00228; DB00753; DB01028; DB01189; DB01236; DB08883
Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,20372905,AJ416950,Q8TCU5,NMD3A_HUMAN,,GRIN3A,GRIN3A,HGNC:16767,Human,DB00333; DB00392; DB00514; DB00721; DB00898; DB00915; DB00949; DB01043; DB01173; DB01221
P08253,72 kDa type IV collagenase,MMP2,180671,J03210,P08253,MMP2_HUMAN,,MMP2,MMP2,HGNC:7166,Human,DB00786
P48048,ATP-sensitive inward rectifier potassium channel 1,KCNJ1,529313,U12541,P48048,IRK1_HUMAN,,KCNJ1,KCNJ1,HGNC:6255,Human,DB00217; DB00222; DB00350; DB00839; DB01382
P87066,Tubulin alpha chain,TUB1,2055378,U38534,P87066,TBA_CANAX,,,,,Yeast,DB00400
Q01959,Sodium-dependent dopamine transporter,SLC6A3,553260,M96670,Q01959,SC6A3_HUMAN,,SLC6A3,SLC6A3,HGNC:11049,Human,DB00182; DB00191; DB00245; DB00422; DB00579; DB00721; DB00745; DB00830; DB00852; DB00907; DB00937; DB00988; DB01105; DB01156; DB01255; DB01363; DB01463; DB01576; DB01577; DB06701
P00390,"Glutathione reductase, mitochondrial",GSR,31825,X15722,P00390,GSHR_HUMAN,,GSR,GSR,HGNC:4623,Human,DB00262
P34969,5-hydroxytryptamine receptor 7,HTR7,1857143,U68487,P34969,5HT7R_HUMAN,,HTR7,HTR7,HGNC:5302,Human,DB00247; DB06288
P14784,Interleukin-2 receptor subunit beta,IL2RB,307048,M26062,P14784,IL2RB_HUMAN,,IL2RB,IL2RB,HGNC:6009,Human,DB00004; DB00041; DB00111
P19235,Erythropoietin receptor,EPOR,182245,M60459,P19235,EPOR_HUMAN,,EPOR,EPOR,HGNC:3416,Human,DB00012; DB00016; DB08894; DB08923
P47712,Cytosolic phospholipase A2,PLA2G4A,190007,M72393,P47712,PA24A_HUMAN,,PLA2G4A,PLA2G4A,HGNC:9035,Human,DB01103
P01589,Interleukin-2 receptor subunit alpha,IL2RA,33813,X01057,P01589,IL2RA_HUMAN,,IL2RA,IL2RA,HGNC:6008,Human,DB00004; DB00041; DB00074; DB00111
P28221,5-hydroxytryptamine receptor 1D,HTR1D,177772,M89955,P28221,5HT1D_HUMAN,,HTR1D,HTR1D,HGNC:5289,Human,DB00216; DB00315; DB00320; DB00669; DB00696; DB00952; DB00953; DB00998
P17181,Interferon alpha/beta receptor 1,IFNAR1,306914,J03171,P17181,INAR1_HUMAN,,IFNAR1,IFNAR1,HGNC:5432,Human,DB00008; DB00011; DB00018; DB00022; DB00034; DB00060; DB00068; DB00069; DB00105
P10276,Retinoic acid receptor alpha,RARA,36157,X06614,P10276,RARA_HUMAN,,RARA,RARA,HGNC:9864,Human,DB00459; DB00523; DB00799; DB04942
O90777,HIV-1 protease,HIV-1 protease,4377614,AJ010714,O90777,O90777_9PLVG,,,,,Human immunodeficiency virus,DB00220
Q9NYX4,Neuron-specific vesicular protein calcyon,CALY,6980076,AF225903,Q9NYX4,CALY_HUMAN,,DRD1IP,DRD1IP,HGNC:17938,Human,DB00831
P08235,Mineralocorticoid receptor,NR3C2,307166,M16801,P08235,MCR_HUMAN,,NR3C2,NR3C2,HGNC:7979,Human,DB00396; DB00421; DB00687; DB00700; DB01395
P51787,Potassium voltage-gated channel subfamily KQT member 1,KCNQ1,2465531,AF000571,P51787,KCNQ1_HUMAN,,KCNQ1,KCNQ1,HGNC:6294,Human,DB00808
P20138,Myeloid cell surface antigen CD33,CD33,180098,M23197,P20138,CD33_HUMAN,,CD33,CD33,HGNC:1659,Human,DB00056
Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,4115829,AB022017,Q13131,AAPK1_HUMAN,,PRKAA1,PRKAA1,HGNC:9376,Human,DB00914
Q06432,Voltage-dependent calcium channel gamma-1 subunit,CACNG1,306473,L07738,Q06432,CCG1_HUMAN,,CACNG1,CACNG1,HGNC:1405,Human,DB00343; DB00528; DB01054
P26676,RNA-directed RNA polymerase L,L,61991,X57559,P26676,L_PI2HT,,,,,HPIV-2,DB00811
P16233,Pancreatic triacylglycerol lipase,PNLIP,339597,J05125,P16233,LIPP_HUMAN,,PNLIP,PNLIP,HGNC:9155,Human,DB01083
P13843,Fusion glycoprotein F0,F,222565,D00334,P13843,FUS_HRSV1,,,,,Human respiratory syncytial virus B (strain 18537),DB00110
P10827,Thyroid hormone receptor alpha,THRA,825639,X55074,P10827,THA_HUMAN,,THRA,THRA,HGNC:11796,Human,DB00279; DB00451; DB00509; DB01583
O14842,Free fatty acid receptor 1,FFAR1,2612946,AF024687,O14842,FFAR1_HUMAN,,FFAR1,FFAR1,HGNC:4498,Human,DB00159
P05230,Fibroblast growth factor 1,FGF1,181942,M13361,P05230,FGF1_HUMAN,,FGF1,FGF1,HGNC:3665,Human,DB00686
P50859,Lanosterol 14-alpha demethylase,ERG11,755693,L40389,P50859,CP51_CANGA,,,,,Yeast,DB01167; DB09040
P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,CACNA2D1,179762,M76559,P54289,CA2D1_HUMAN,,CACNA2D1,CACNA2D1,HGNC:1399,Human,DB00270; DB00381; DB00401; DB00622; DB00996; DB01023; DB01054; DB01115; DB06712
P07550,Beta-2 adrenergic receptor,ADRB2,29371,Y00106,P07550,ADRB2_HUMAN,,ADRB2,ADRB2,HGNC:286,Human,DB00368; DB00373; DB00449; DB00489; DB00521; DB00598; DB00668; DB00816; DB00866; DB00867; DB00871; DB00938; DB00983; DB01001; DB01064; DB01210; DB01214; DB01274; DB01288; DB01291; DB01359; DB01363; DB01366; DB01407; DB01408; DB04846; DB05039; DB06262; DB09080
P62942,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,182628,M34539,P62942,FKB1A_HUMAN,,FKBP1A,FKBP1A,HGNC:3711,Human,DB00864; DB00877
P01375,Tumor necrosis factor,TNF,339741,M16441,P01375,TNFA_HUMAN,,TNF,TNF,HGNC:11892,Human,DB00005; DB00051; DB00065; DB01041; DB06674; DB08904; DB08910
Q9Y271,Cysteinyl leukotriene receptor 1,CYSLTR1,5353887,AF119711,Q9Y271,CLTR1_HUMAN,,CYSLTR1,CYSLTR1,HGNC:17451,Human,DB00471; DB00549; DB00587; DB00716; DB01411
Q13946,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",PDE7A,5566609,L12052,Q13946,PDE7A_HUMAN,,PDE7A,PDE7A,HGNC:8791,Human,DB00651; DB00920
P48443,Retinoic acid receptor RXR-gamma,RXRG,1053069,U38480,P48443,RXRG_HUMAN,,RXRG,RXRG,HGNC:10479,Human,DB00210; DB00307; DB00459; DB00523; DB00755
Q14654,ATP-sensitive inward rectifier potassium channel 11,KCNJ11,1088445,D50582,Q14654,IRK11_HUMAN,,KCNJ11,KCNJ11,HGNC:6257,Human,DB00222; DB00922; DB01119; DB01154
P05141,ADP/ATP translocase 2,SLC25A5,178661,M57424,P05141,ADT2_HUMAN,,SLC25A5,SLC25A5,HGNC:10991,Human,DB00720
P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,31332,X14356,P12314,FCGR1_HUMAN,,FCGR1A,FCGR1A,HGNC:3613,Human,DB00028
P15260,Interferon gamma receptor 1,IFNGR1,306915,J03143,P15260,INGR1_HUMAN,,IFNGR1,IFNGR1,HGNC:5439,Human,DB00033
Q9BQB6,Vitamin K epoxide reductase complex subunit 1,VKORC1,40217983,AY423044,Q9BQB6,VKOR1_HUMAN,,VKORC1,VKORC1,HGNC:23663,Human,DB00170; DB00266; DB00498; DB00682; DB00946; DB01418
P06732,Creatine kinase M-type,CKM,180576,M14780,P06732,KCRM_HUMAN,,CKM,CKM,HGNC:1994,Human,DB00148
P25100,Alpha-1D adrenergic receptor,ADRA1D,177807,M76446,P25100,ADA1D_HUMAN,,ADRA1D,ADRA1D,HGNC:280,Human,DB00298; DB00346; DB00368; DB00388; DB00457; DB00590; DB00696; DB01162; DB06262
Q03405,Urokinase plasminogen activator surface receptor,PLAUR,37605,X51675,Q03405,UPAR_HUMAN,,PLAUR,PLAUR,HGNC:9053,Human,DB00013
P06729,T-cell surface antigen CD2,CD2,180081,M19806,P06729,CD2_HUMAN,,CD2,CD2,HGNC:1639,Human,DB00092
P12268,Inosine-5'-monophosphate dehydrogenase 2,IMPDH2,307066,J04208,P12268,IMDH2_HUMAN,,IMPDH2,IMPDH2,HGNC:6053,Human,DB00688; DB01024
P02818,Osteocalcin,BGLAP,36093,X53698,P02818,OSTCN_HUMAN,,BGLAP,BGLAP,HGNC:1043,Human,DB05260
P15538,"Cytochrome P450 11B1, mitochondrial",CYP11B1,181333,M32879,P15538,C11B1_HUMAN,,CYP11B1,CYP11B1,HGNC:2591,Human,DB00648; DB01011
P05023,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,219942,D00099,P05023,AT1A1_HUMAN,,ATP1A1,ATP1A1,HGNC:799,Human,DB00390; DB00511; DB00903; DB01021; DB01078; DB01092; DB01158; DB01188; DB01396; DB01430
P0A6J8,D-alanine--D-alanine ligase A,ddlA,145722,M58467,P0A6J8,DDLA_ECOLI,,,,,Escherichia coli (strain K12),DB00260
Q99707,Methionine synthase,MTR,1923221,U71285,Q99707,METH_HUMAN,,MTR,MTR,HGNC:7468,Human,DB00115; DB00200
P30536,Translocator protein,TSPO,306883,M36035,P30536,TSPOA_HUMAN,,TSPO,TSPO,HGNC:1158,Human,DB00402; DB00962; DB01178; DB01544; DB01587
Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,1458110,U62431,Q15822,ACHA2_HUMAN,,CHRNA2,CHRNA2,HGNC:1956,Human,DB00411; DB00565; DB00657; DB00728; DB00732; DB00810; DB01135; DB01199; DB01226; DB01245; DB01336; DB01337; DB01338; DB01339
P21817,Ryanodine receptor 1,RYR1,337722,J05200,P21817,RYR1_HUMAN,,RYR1,RYR1,HGNC:10483,Human,DB01219
P11388,DNA topoisomerase 2-alpha,TOP2A,292830,J04088,P11388,TOP2A_HUMAN,,TOP2A,TOP2A,HGNC:11989,Human,DB00276; DB00380; DB00385; DB00444; DB00694; DB00773; DB00997; DB01137; DB01177; DB01179; DB01204; DB01208; DB04576; DB04967; DB09047
P0A7J6,50S ribosomal protein L10,rplJ,24054563,AE005674,P0A7J6,RL10_SHIFL,,,,,Shigella flexneri,DB00778; DB01190; DB01211; DB01369; DB01627
P24228,D-alanyl-D-alanine carboxypeptidase DacB,dacB,41216,X59460,P24228,DACB_ECOLI,,,,,Escherichia coli (strain K12),DB00303; DB00760; DB01328; DB01329; DB01331
P23416,Glycine receptor subunit alpha-2,GLRA2,31849,X52008,P23416,GLRA2_HUMAN,,GLRA2,GLRA2,HGNC:4327,Human,DB00898
P21802,Fibroblast growth factor receptor 2,FGFR2,31374,X52832,P21802,FGFR2_HUMAN,,FGFR2,FGFR2,HGNC:3689,Human,DB00039; DB01041; DB08896; DB09078; DB09079
P31645,Sodium-dependent serotonin transporter,SLC6A4,36433,X70697,P31645,SC6A4_HUMAN,,SLC6A4,SLC6A4,HGNC:11050,Human,DB00176; DB00191; DB00193; DB00215; DB00285; DB00321; DB00344; DB00458; DB00472; DB00476; DB00540; DB00543; DB00579; DB00656; DB00715; DB00726; DB00852; DB00907; DB01104; DB01105; DB01142; DB01149; DB01151; DB01175; DB01191; DB01242; DB01363; DB01577; DB04896; DB06700; DB08918; DB09016
P00439,Phenylalanine-4-hydroxylase,PAH,189937,K03020,P00439,PH4H_HUMAN,,PAH,PAH,HGNC:8582,Human,DB00360
P14416,D(2) dopamine receptor,DRD2,181432,M30625,P14416,DRD2_HUMAN,,DRD2,DRD2,HGNC:3023,Human,DB00246; DB00248; DB00268; DB00334; DB00363; DB00391; DB00408; DB00409; DB00413; DB00420; DB00433; DB00450; DB00477; DB00490; DB00502; DB00508; DB00589; DB00623; DB00679; DB00714; DB00734; DB00831; DB00850; DB00875; DB00915; DB00933; DB00988; DB01063; DB01100; DB01184; DB01186; DB01200; DB01224; DB01233; DB01235; DB01238; DB01239; DB01267; DB01403; DB01425; DB01614; DB01618; DB01621; DB01622; DB01623; DB01624; DB04842; DB04946; DB05271; DB06016; DB06144; DB06216; DB06288; DB08815; DB09018; DB09128
P21731,Thromboxane A2 receptor,TBXA2R,533326,D38081,P21731,TA2R_HUMAN,,TBXA2R,TBXA2R,HGNC:11608,Human,DB01207
Q12879,"Glutamate receptor ionotropic, NMDA 2A",GRIN2A,558749,U09002,Q12879,NMDE1_HUMAN,,GRIN2A,GRIN2A,HGNC:4585,Human,DB00949; DB01043
P20839,Inosine-5'-monophosphate dehydrogenase 1,IMPDH1,307067,J05272,P20839,IMDH1_HUMAN,,IMPDH1,IMPDH1,HGNC:6052,Human,DB00688; DB00811; DB01024
Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,GABRA6,1470364,S81944,Q16445,GBRA6_HUMAN,,GABRA6,GABRA6,HGNC:4080,Human,DB00231; DB00241; DB00306; DB00312; DB00371; DB00418; DB00599; DB00683; DB00690; DB00794; DB00842; DB00849; DB00897; DB01351; DB01352; DB01353; DB01354; DB01355; DB01544; DB01558; DB01595
P51788,Chloride channel protein 2,CLCN2,2570864,AF026004,P51788,CLCN2_HUMAN,,CLCN2,CLCN2,HGNC:2020,Human,DB01046
P00533,Epidermal growth factor receptor,EGFR,757924,X00588,P00533,EGFR_HUMAN,,EGFR,EGFR,HGNC:3236,Human,DB00002; DB00317; DB00530; DB01259; DB01269; DB08916
P07003,Pyruvate dehydrogenase [ubiquinone],poxB,42473,X04105,P07003,POXB_ECOLI,,,,,Escherichia coli (strain K12),DB00336
P35372,Mu-type opioid receptor,OPRM1,452073,L25119,P35372,OPRM_HUMAN,,OPRM1,OPRM1,HGNC:8156,Human,DB00193; DB00295; DB00318; DB00327; DB00333; DB00497; DB00504; DB00611; DB00647; DB00652; DB00704; DB00708; DB00802; DB00813; DB00836; DB00844; DB00854; DB00899; DB00913; DB00921; DB00956; DB01081; DB01183; DB01192; DB01209; DB01227; DB01433; DB01452; DB01466; DB06204; DB06274; DB06738; DB06800; DB09049; DB09272
P47901,Vasopressin V1b receptor,AVPR1B,563982,D31833,P47901,V1BR_HUMAN,,AVPR1B,AVPR1B,HGNC:896,Human,DB00035; DB00067
P05546,Heparin cofactor 2,SERPIND1,183910,M12849,P05546,HEP2_HUMAN,,SERPIND1,SERPIND1,HGNC:4838,Human,DB00407; DB06271
P14324,Farnesyl pyrophosphate synthase,FDPS,182399,J05262,P14324,FPPS_HUMAN,,FDPS,FDPS,HGNC:3631,Human,DB00282; DB00399; DB00630; DB00710; DB00884
P22033,"Methylmalonyl-CoA mutase, mitochondrial",MUT,187452,M65131,P22033,MUTA_HUMAN,,MUT,MUT,HGNC:7526,Human,DB00115; DB00200
P11473,Vitamin D3 receptor,VDR,340203,J03258,P11473,VDR_HUMAN,,VDR,VDR,HGNC:12679,Human,DB00136; DB00146; DB00153; DB00169; DB00910; DB01070; DB01436
Q09470,Potassium voltage-gated channel subfamily A member 1,KCNA1,186663,L02750,Q09470,KCNA1_HUMAN,,KCNA1,KCNA1,HGNC:6218,Human,DB00228; DB00753; DB01028; DB01189; DB01236; DB06637
P40261,Nicotinamide N-methyltransferase,NNMT,494989,U08021,P40261,NNMT_HUMAN,,NNMT,NNMT,HGNC:7861,Human,DB00627
P33527,Multidrug resistance-associated protein 1,ABCC1,1835659,L05628,P33527,MRP1_HUMAN,,ABCC1,ABCC1,HGNC:51,Human,DB01138
P42971,Penicillin-binding protein 3,pbpC,790944,D38161,P42971,PBPC_BACSU,,,,,Bacillus subtilis (strain 168),DB00355; DB00493; DB01598; DB04570
Q92731,Estrogen receptor beta,ESR2,2911152,AB006590,Q92731,ESR2_HUMAN,,ESR2,ESR2,HGNC:3468,Human,DB00255; DB00481; DB00675; DB00783; DB01108; DB01196
Q99062,Granulocyte colony-stimulating factor receptor,CSF3R,31697,X55721,Q99062,CSF3R_HUMAN,,CSF3R,CSF3R,HGNC:2439,Human,DB00019; DB00099
P04150,Glucocorticoid receptor,NR3C1,31680,X03225,P04150,GCR_HUMAN,,NR3C1,NR3C1,HGNC:7978,Human,DB00180; DB00223; DB00240; DB00253; DB00288; DB00324; DB00394; DB00443; DB00547; DB00588; DB00591; DB00596; DB00620; DB00635; DB00663; DB00741; DB00764; DB00769; DB00834; DB00838; DB00846; DB00860; DB00873; DB00896; DB00959; DB01013; DB01047; DB01130; DB01222; DB01234; DB01260; DB01380; DB01384; DB01410; DB06781; DB08906
P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,31631,X13584,P14867,GBRA1_HUMAN,,GABRA1,GABRA1,HGNC:4075,Human,DB00231; DB00241; DB00273; DB00292; DB00306; DB00312; DB00371; DB00402; DB00418; DB00425; DB00474; DB00546; DB00599; DB00683; DB00690; DB00753; DB00794; DB00801; DB00829; DB00837; DB00842; DB00849; DB00897; DB00898; DB00962; DB01028; DB01107; DB01154; DB01174; DB01198; DB01205; DB01215; DB01236; DB01346; DB01351; DB01352; DB01353; DB01354; DB01355; DB01437; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
P28222,5-hydroxytryptamine receptor 1B,HTR1B,219679,D10995,P28222,5HT1B_HUMAN,,HTR1B,HTR1B,HGNC:5287,Human,DB00216; DB00315; DB00320; DB00669; DB00696; DB00952; DB00953; DB00998
P0AFI2,DNA topoisomerase 4 subunit A,parC,147106,M58408,P0AFI2,PARC_ECOLI,,,,,Escherichia coli (strain K12),DB00817
P0AES6,DNA gyrase subunit B,gyrB,41646,X04341,P0AES6,GYRB_ECOLI,,,,,Escherichia coli (strain K12),DB00817
P0AAI5,3-oxoacyl-[acyl-carrier-protein] synthase 2,fabF,572680,Z34979,P0AAI5,FABF_ECOLI,,,,,Escherichia coli (strain K12),DB01034
P0A953,3-oxoacyl-[acyl-carrier-protein] synthase 1,fabB,145884,M24427,P0A953,FABB_ECOLI,,,,,Escherichia coli (strain K12),DB01034
Q9UHC9,Niemann-Pick C1-like protein 1,NPC1L1,6643036,AF192522,Q9UHC9,NPCL1_HUMAN,,NPC1L1,NPC1L1,HGNC:7898,Human,DB00973
P0AC13,Dihydropteroate synthase,folP,41273,X68776,P0AC13,DHPS_ECOLI,,,,,Escherichia coli (strain K12),DB00259; DB00263; DB00576; DB00634; DB01015; DB01298; DB01581; DB01582; DB06729
P41972,Isoleucine--tRNA ligase,ileS,437916,X74219,P41972,SYI1_STAAU,,,,,Staphylococcus aureus,DB00410
P77390,[Citrate [pro-3S]-lyase] ligase,citC,1778535,U82598,P77390,CITC_ECOLI,,,,,Escherichia coli (strain K12),DB00336
Q9L888,Alanine racemase,alr,6708455,AF214487,Q9L888,ALR_MYCAV,,,,,Mycobacterium avium,DB00260
P49019,Hydroxycarboxylic acid receptor 3,GPR109B,219867,D10923,P49019,HCAR3_HUMAN,,GPR109B,GPR109B,HGNC:16824,Human,DB00627
O43451,"Maltase-glucoamylase, intestinal",MGAM,17648144,AF016833,O43451,MGA_HUMAN,,MGAM,MGAM,HGNC:7043,Human,DB00284; DB00491; DB04878
P12931,Proto-oncogene tyrosine-protein kinase Src,SRC,10635153,AL133293,P12931,SRC_HUMAN,,SRC,SRC,11283,Human,DB01254
P07947,Tyrosine-protein kinase Yes,YES1,181268,M15990,P07947,YES_HUMAN,,YES1,YES1,HGNC:12841,Human,DB01254
P29317,Ephrin type-A receptor 2,EPHA2,181944,M59371,P29317,EPHA2_HUMAN,,EPHA2,EPHA2,HGNC:3386,Human,DB01254; DB08896
P06239,Tyrosine-protein kinase Lck,LCK,36808,X05027,P06239,LCK_HUMAN,,LCK,LCK,HGNC:6524,Human,DB01254
Q9A1X4,50S ribosomal protein L3,rplC,13621367,AE006477,Q9A1X4,RL3_STRP1,,,,,Streptococcus pyogenes serotype M1,DB01256
P30559,Oxytocin receptor,OXTR,34765,X64878,P30559,OXYR_HUMAN,,OXTR,OXTR,HGNC:8529,Human,DB00107; DB01282
P42081,T-lymphocyte activation antigen CD86,CD86,439839,L25259,P42081,CD86_HUMAN,,CD86,CD86,HGNC:1705,Human,DB00098; DB01281
P33681,T-lymphocyte activation antigen CD80,CD80,306916,M27533,P33681,CD80_HUMAN,,CD80,CD80,HGNC:1700,Human,DB01281
Q01718,Adrenocorticotropic hormone receptor,MC2R,28344,X65633,Q01718,ACTHR_HUMAN,,MC2R,MC2R,HGNC:6930,Human,DB01284; DB01285
P43681,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,755648,L35901,P43681,ACHA4_HUMAN,,CHRNA4,CHRNA4,HGNC:1958,Human,DB00184; DB01273
P17787,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,32017,X53179,P17787,ACHB2_HUMAN,,CHRNB2,CHRNB2,HGNC:1962,Human,DB00184
P16234,Platelet-derived growth factor receptor alpha,PDGFRA,189734,M21574,P16234,PGFRA_HUMAN,,PDGFRA,PDGFRA,HGNC:8803,Human,DB06589; DB08896
P27487,Dipeptidyl peptidase 4,DPP4,535388,U13735,P27487,DPP4_HUMAN,,DPP4,DPP4,HGNC:3009,Human,DB01261; DB04876; DB06203; DB06335; DB08882
P01031,Complement C5,C5,179983,M57729,P01031,CO5_HUMAN,,C5,C5,HGNC:1331,Human,DB00028; DB01257
O60664,Perilipin-3,PLIN3,3095186,AF057140,O60664,PLIN3_HUMAN,,M6PRBP1,M6PRBP1,HGNC:16893,Human,DB01279
P43220,Glucagon-like peptide 1 receptor,GLP1R,405082,U01104,P43220,GLP1R_HUMAN,,GLP1R,GLP1R,HGNC:4324,Human,DB01276; DB06655; DB09043; DB09045
P08069,Insulin-like growth factor 1 receptor,IGF1R,804990,X04434,P08069,IGF1R_HUMAN,,IGF1R,IGF1R,HGNC:5465,Human,DB01277
O60894,Receptor activity-modifying protein 1,RAMP1,3171910,AJ001014,O60894,RAMP1_HUMAN,,RAMP1,RAMP1,HGNC:9843,Human,DB01278
O60895,Receptor activity-modifying protein 2,RAMP2,3171912,AJ001015,O60895,RAMP2_HUMAN,,RAMP2,RAMP2,HGNC:9844,Human,DB01278
O60896,Receptor activity-modifying protein 3,RAMP3,3171914,AJ001016,O60896,RAMP3_HUMAN,,RAMP3,RAMP3,HGNC:9845,Human,DB01278
O95180,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H,14670397,AF051946,O95180,CAC1H_HUMAN,,CACNA1H,CACNA1H,HGNC:1395,Human,DB00270; DB00568; DB00909; DB01244; DB04841
Q16568,Cocaine- and amphetamine-regulated transcript protein,CARTPT,609306,U16826,Q16568,CART_HUMAN,,CARTPT,CARTPT,HGNC:24323,Human,DB00182
Q02750,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,188569,L05624,Q02750,MP2K1_HUMAN,,MAP2K1,MAP2K1,HGNC:6840,Human,DB05239; DB08911
Q16850,Lanosterol 14-alpha demethylase,CYP51A1,1698396,U23942,Q16850,CP51A_HUMAN,,CYP51A1,CYP51A1,HGNC:2649,Human,DB01167
P10253,Lysosomal alpha-glucosidase,GAA,31608,Y00839,P10253,LYAG_HUMAN,,GAA,GAA,HGNC:4065,Human,DB00284; DB00491
Q9NSA0,Solute carrier family 22 member 11,SLC22A11,7707622,AB026116,Q9NSA0,S22AB_HUMAN,,SLC22A11,SLC22A11,HGNC:18120,Human,DB01032
Q9UKV0,Histone deacetylase 9,HDAC9,15590680,AY032737,Q9UKV0,HDAC9_HUMAN,,HDAC9,HDAC9,HGNC:14065,Human,DB00313
P22102,Trifunctional purine biosynthetic protein adenosine-3,GART,31642,X54199,P22102,PUR2_HUMAN,,GART,GART,HGNC:4163,Human,DB00642
P16410,Cytotoxic T-lymphocyte protein 4,CTLA4,17646228,AF411058,P16410,CTLA4_HUMAN,,CTLA4,CTLA4,HGNC:2505,Human,DB06186
O60427,Fatty acid desaturase 1,FADS1,3169158,AC004770,O60427,FADS1_HUMAN,,DKFZp762M2311,DKFZp762M2311,HGNC:3574,Human,DB00132
P26358,DNA (cytosine-5)-methyltransferase 1,DNMT1,1632819,X63692,P26358,DNMT1_HUMAN,,DNMT1,DNMT1,HGNC:2976,Human,DB00928; DB01262
