ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
O43923,Metalloproteinase,mmp20,2808657,AJ003147,O43923,O43923_HUMAN,,mmp20,mmp20,HGNC:14246,Human,DB01039
P03951,Coagulation factor XI,F11,182833,M13142,P03951,FA11_HUMAN,,F11,F11,HGNC:3529,Human,DB00100
Q8NER1,Transient receptor potential cation channel subfamily V member 1,TRPV1,8977866,AJ277028,Q8NER1,TRPV1_HUMAN,,TRPV1,TRPV1,HGNC:12716,Human,DB00132; DB00159; DB00168
P63316,"Troponin C, slow skeletal and cardiac muscles",TNNC1,37208,X07897,P63316,TNNC1_HUMAN,,TNNC1,TNNC1,HGNC:11943,Human,DB00831; DB00922; DB01023; DB01244; DB01375
P06850,Corticoliberin,CRH,35356,V00571,P06850,CRF_HUMAN,,CRH,CRH,HGNC:2355,Human,DB01285
P24385,G1/S-specific cyclin-D1,CCND1,35632,X59798,P24385,CCND1_HUMAN,,CCND1,CCND1,HGNC:1582,Human,DB01169
P48549,G protein-activated inward rectifier potassium channel 1,KCNJ3,1055028,U39196,P48549,IRK3_HUMAN,,KCNJ3,KCNJ3,HGNC:6264,Human,DB00898; DB01159
P60568,Interleukin-2,IL2,5729676,J00264,P60568,IL2_HUMAN,,IL2,IL2,HGNC:6001,Human,DB00852
P48051,G protein-activated inward rectifier potassium channel 2,KCNJ6,1052875,U24660,P48051,IRK6_HUMAN,,KCNJ6,KCNJ6,HGNC:6267,Human,DB00898; DB01159
P98160,Basement membrane-specific heparan sulfate proteoglycan core protein,HSPG2,29470,X62515,P98160,PGBM_HUMAN,,HSPG2,HSPG2,HGNC:5273,Human,DB00039
P08183,Multidrug resistance protein 1,ABCB1,307180,M14758,P08183,MDR1_HUMAN,,ABCB1,ABCB1,HGNC:40,Human,DB00171; DB00199; DB00778; DB00845; DB01211; DB04877
P22830,"Ferrochelatase, mitochondrial",FECH,219656,D00726,P22830,HEMH_HUMAN,,FECH,FECH,HGNC:3647,Human,DB02659
Q02817,Mucin-2,MUC2,454154,L21998,Q02817,MUC2_HUMAN,,MUC2,MUC2,HGNC:7512,Human,DB01411
P26951,Interleukin-3 receptor subunit alpha,IL3RA,186331,M74782,P26951,IL3RA_HUMAN,,IL3RA,IL3RA,HGNC:6012,Human,DB00020
P04629,High affinity nerve growth factor receptor,NTRK1,339918,M23102,P04629,NTRK1_HUMAN,,NTRK1,NTRK1,HGNC:8031,Human,DB00321; DB00619; DB08896
P05412,Transcription factor AP-1,JUN,386839,J04111,P05412,JUN_HUMAN,,JUN,JUN,HGNC:6204,Human,DB00570; DB01029; DB01169
P05107,Integrin beta-2,ITGB2,307113,M15395,P05107,ITB2_HUMAN,,ITGB2,ITGB2,HGNC:6155,Human,DB00641
O94956,Solute carrier organic anion transporter family member 2B1,SLCO2B1,5006263,AB026256,O94956,SO2B1_HUMAN,,SLCO2B1,SLCO2B1,HGNC:10962,Human,DB01045; DB01049
P04275,von Willebrand factor,VWF,37947,X04385,P04275,VWF_HUMAN,,VWF,VWF,HGNC:12726,Human,DB00025
Q96RJ0,Trace amine-associated receptor 1,TAAR1,14600074,AF380185,Q96RJ0,TAAR1_HUMAN,,TAAR1,TAAR1,HGNC:17734,Human,DB00182; DB01576; DB01577; DB06714
P11168,"Solute carrier family 2, facilitated glucose transporter member 2",SLC2A2,307125,J03810,P11168,GTR2_HUMAN,,SLC2A2,SLC2A2,HGNC:11006,Human,DB00428
P13500,C-C motif chemokine 2,CCL2,307163,M24545,P13500,CCL2_HUMAN,,CCL2,CCL2,HGNC:10618,Human,DB01055; DB01406
P01584,Interleukin-1 beta,IL1B,307043,K02770,P01584,IL1B_HUMAN,,IL1B,IL1B,HGNC:5992,Human,DB01017; DB05260; DB06168; DB06372
P43005,Excitatory amino acid transporter 3,SLC1A1,507898,U08989,P43005,EAA3_HUMAN,,SLC1A1,SLC1A1,HGNC:10939,Human,DB00128
P27361,Mitogen-activated protein kinase 3,MAPK3,31221,X60188,P27361,MK03_HUMAN,,MAPK3,MAPK3,HGNC:6877,Human,DB00605; DB01169
P49841,Glycogen synthase kinase-3 beta,GSK3B,529237,L33801,P49841,GSK3B_HUMAN,,GSK3B,GSK3B,HGNC:4617,Human,DB01356
Q4U2R8,Solute carrier family 22 member 6,SLC22A6,3831566,AF057039,Q4U2R8,S22A6_HUMAN,,hROAT1,hROAT1,HGNC:10970,Human,DB00493; DB01032; DB01212
P04004,Vitronectin,VTN,36575,X03168,P04004,VTNC_HUMAN,,VTN,VTN,HGNC:12724,Human,DB00054
Q92887,Canalicular multispecific organic anion transporter 1,ABCC2,1764162,U63970,Q92887,MRP2_HUMAN,,ABCC2,ABCC2,HGNC:53,Human,DB00171; DB01138
P61278,Somatostatin,SST,338288,J00306,P61278,SMS_HUMAN,,SST,SST,HGNC:11329,Human,DB00847
P24941,Cyclin-dependent kinase 2,CDK2deltaT,3551191,AB012305,P24941,CDK2_HUMAN,,CDK2deltaT,CDK2deltaT,HGNC:1771,Human,DB06616
P16581,E-selectin,SELE,182048,M30640,P16581,LYAM2_HUMAN,,SELE,SELE,HGNC:10718,Human,DB01136
P05164,Myeloperoxidase,MPO,189040,J02694,P05164,PERM_HUMAN,,MPO,MPO,HGNC:7218,Human,DB00244; DB00535; DB00583; DB01065
O60733,85/88 kDa calcium-independent phospholipase A2,PLA2G6,3142700,AF064594,O60733,PLPL9_HUMAN,,PLA2G6,PLA2G6,HGNC:9039,Human,DB01103
P15144,Aminopeptidase N,ANPEP,28678,X13276,P15144,AMPN_HUMAN,,ANPEP,ANPEP,HGNC:500,Human,DB00973; DB06196
P59768,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,GNG2,20147633,AF493870,P59768,GBG2_HUMAN,,GNG2,GNG2,HGNC:4404,Human,DB01159
Q15111,Inactive phospholipase C-like protein 1,PLCL1,780122,D42108,Q15111,PLCL1_HUMAN,,PLCL1,PLCL1,HGNC:9063,Human,DB01103
P05362,Intercellular adhesion molecule 1,ICAM1,758074,X06990,P05362,ICAM1_HUMAN,,ICAM1,ICAM1,HGNC:5344,Human,DB00108; DB08818
P19838,Nuclear factor NF-kappa-B p105 subunit,NFKB1,189180,M55643,P19838,NFKB1_HUMAN,,NFKB1,NFKB1,HGNC:7794,Human,DB01041; DB01411; DB08814
P01374,Lymphotoxin-alpha,LTA,34445,X01393,P01374,TNFB_HUMAN,,LTA,LTA,HGNC:6709,Human,DB00005
P00750,Tissue-type plasminogen activator,PLAT,339834,L00153,P00750,TPA_HUMAN,,PLAT,PLAT,HGNC:9051,Human,DB00013; DB00513; DB01050; DB01088
P23297,Protein S100-A1,S100A1,36176,X58079,P23297,S10A1_HUMAN,,S100A1,S100A1,HGNC:10486,Human,DB00768
P06870,Kallikrein-1,KLK1,186653,M25629,P06870,KLK1_HUMAN,,KLK1,KLK1,HGNC:6357,Human,DB06692
Q9UM07,Protein-arginine deiminase type-4,PADI4,5913971,AB017919,Q9UM07,PADI4_HUMAN,,PADI4,PADI4,HGNC:18368,Human,DB00155; DB00207; DB00254; DB00759; DB01082
O95573,Long-chain-fatty-acid--CoA ligase 3,ACSL3,4165018,D89053,O95573,ACSL3_HUMAN,,ACSL3,ACSL3,HGNC:3570,Human,DB00159
P01138,Beta-nerve growth factor,NGF,671883,V01511,P01138,NGF_HUMAN,,NGFB,NGFB,HGNC:7808,Human,DB01407
P17302,Gap junction alpha-1 protein,GJA1,29917,X52947,P17302,CXA1_HUMAN,,GJA1,GJA1,HGNC:4274,Human,DB01136
P21589,5'-nucleotidase,NT5E,23897,X55740,P21589,5NTD_HUMAN,,NT5E,NT5E,HGNC:8021,Human,DB00806
P11021,78 kDa glucose-regulated protein,HSPA5,386758,M19645,P11021,GRP78_HUMAN,,HSPA5,HSPA5,HGNC:5238,Human,DB00025; DB00945
P48651,Phosphatidylserine synthase 1,PTDSS1,603802,D14694,P48651,PTSS1_HUMAN,,PTDSS1,PTDSS1,HGNC:9587,Human,DB00144
P11137,Microtubule-associated protein 2,MAP2,409875,U01828,P11137,MTAP2_HUMAN,,MAP2,MAP2,HGNC:6839,Human,DB01196; DB01229; DB01248
O43519,RET proto-oncogene,RET,2795880,AF032124,O43519,O43519_HUMAN,,RET,RET,HGNC:9967,Human,DB00619
P04156,Major prion protein,PRNP,190468,M13899,P04156,PRIO_HUMAN,,PRNP,PRNP,HGNC:9449,Human,DB00759
P16070,CD44 antigen,CD44,180197,M24915,P16070,CD44_HUMAN,,CD44,CD44,HGNC:1681,Human,DB08818
P19320,Vascular cell adhesion protein 1,VCAM1,179886,M30257,P19320,VCAM1_HUMAN,,VCAM1,VCAM1,HGNC:12663,Human,DB00898; DB01136
P08254,Stromelysin-1,MMP3,36633,X05232,P08254,MMP3_HUMAN,,MMP3,MMP3,HGNC:7173,Human,DB00786
Q16873,Leukotriene C4 synthase,LTC4S,520485,U09353,Q16873,LTC4S_HUMAN,,LTC4S,LTC4S,HGNC:6719,Human,DB00143
P02649,Apolipoprotein E,APOE,178849,M12529,P02649,APOE_HUMAN,,APOE,APOE,HGNC:613,Human,DB00062; DB00064
P07900,Heat shock protein HSP 90-alpha,HSP90AA1,32488,X15183,P07900,HS90A_HUMAN,,HSP90AA1,HSP90AA1,HGNC:5253,Human,DB00615; DB00716
O75762,Transient receptor potential cation channel subfamily A member 1,TRPA1,3287188,Y10601,O75762,TRPA1_HUMAN,,TRPA1,TRPA1,HGNC:497,Human,DB00825
P16870,Carboxypeptidase E,CPE,29667,X51405,P16870,CBPE_HUMAN,,CPE,CPE,HGNC:2303,Human,DB00030; DB00071
Q08345,Epithelial discoidin domain-containing receptor 1,DDR1,306475,L20817,Q08345,DDR1_HUMAN,,DDR1,DDR1,HGNC:2730,Human,DB00619
P08697,Alpha-2-antiplasmin,SERPINF2,219408,D00116,P08697,A2AP_HUMAN,,SERPINF2,SERPINF2,HGNC:9075,Human,DB08888
P01100,Proto-oncogene c-Fos,FOS,29904,V01512,P01100,FOS_HUMAN,,FOS,FOS,HGNC:3796,Human,DB08813
Q13126,S-methyl-5'-thioadenosine phosphorylase,MTAP,847724,U22233,Q13126,MTAP_HUMAN,,MTAP,MTAP,HGNC:7413,Human,DB00173
P02776,Platelet factor 4,PF4,189851,M25897,P02776,PLF4_HUMAN,,PF4,PF4,HGNC:8861,Human,DB00055
Q07837,Neutral and basic amino acid transport protein rBAT,SLC3A1,306442,M95548,Q07837,SLC31_HUMAN,,SLC3A1,SLC3A1,HGNC:11025,Human,DB00138
Q14500,ATP-sensitive inward rectifier potassium channel 12,KCNJ12,567019,L36069,Q14500,IRK12_HUMAN,,KCNJ12,KCNJ12,HGNC:6258,Human,DB00204
P17252,Protein kinase C alpha type,PRKCA,35483,X52479,P17252,KPCA_HUMAN,,PRKCA,PRKCA,HGNC:9393,Human,DB00144; DB00163; DB05013
P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",PDE4A,347120,L20965,P27815,PDE4A_HUMAN,,PDE4A,PDE4A,HGNC:8780,Human,DB00277; DB00651; DB00806; DB00824; DB00920; DB00975; DB01088; DB01303; DB01656; DB05266; DB06751; DB08811
Q16348,Solute carrier family 15 member 2,SLC15A2,999213,S78203,Q16348,S15A2_HUMAN,,SLC15A2,SLC15A2,HGNC:10921,Human,DB00415; DB00493; DB00713; DB01053
P36969,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",GPX4,825667,X71973,P36969,GPX4_HUMAN,,GPX4,GPX4,HGNC:4556,Human,DB00143
P00450,Ceruloplasmin,CP,180256,M13699,P00450,CERU_HUMAN,,CP,CP,HGNC:2295,Human,DB00055
Q15858,Sodium channel protein type 9 subunit alpha,SCN9A,758110,X82835,Q15858,SCN9A_HUMAN,,SCN9A,SCN9A,HGNC:10597,Human,DB00243; DB00281; DB00909; DB06201; DB06218
P16455,Methylated-DNA--protein-cysteine methyltransferase,MGMT,34559,X54228,P16455,MGMT_HUMAN,,MGMT,MGMT,HGNC:7059,Human,DB00151
P48745,Protein NOV homolog,NOV,825696,X78351,P48745,NOV_HUMAN,,NOV,NOV,HGNC:7885,Human,DB00030; DB00071
P16444,Dipeptidase 1,DPEP1,219600,D13137,P16444,DPEP1_HUMAN,,DPEP1,DPEP1,HGNC:3002,Human,DB01597
P48061,Stromal cell-derived factor 1,CXCL12,571508,U16752,P48061,SDF1_HUMAN,,CXCL12,CXCL12,HGNC:10672,Human,DB06822
P07204,Thrombomodulin,THBD,736251,X05495,P07204,TRBM_HUMAN,,THBD,THBD,HGNC:11784,Human,DB00055; DB01050
P29218,Inositol monophosphatase 1,IMPA1,395340,X66922,P29218,IMPA1_HUMAN,,IMPA1,IMPA1,HGNC:6050,Human,DB01356
O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKBKB,2599558,AF029684,O14920,IKKB_HUMAN,,IKBKB,IKBKB,HGNC:5960,Human,DB00244; DB00795; DB00945; DB00995; DB01169; DB06151
P05106,Integrin beta-3,ITGB3,306786,J02703,P05106,ITB3_HUMAN,,ITGB3,ITGB3,HGNC:6156,Human,DB00054; DB00063; DB00098; DB00775
P32239,Gastrin/cholecystokinin type B receptor,CCKBR,306489,L08112,P32239,GASR_HUMAN,,CCKBR,CCKBR,HGNC:1571,Human,DB00183
P16109,P-selectin,SELP,183389,M60234,P16109,LYAM3_HUMAN,,SELP,SELP,HGNC:10721,Human,DB01109; DB06779; DB08813
Q9UNN8,Endothelial protein C receptor,PROCR,565268,L35545,Q9UNN8,EPCR_HUMAN,,PROCR,PROCR,HGNC:9452,Human,DB00055
P42574,Caspase-3,CASP3,561666,U13737,P42574,CASP3_HUMAN,,CASP3,CASP3,HGNC:1504,Human,DB01017
O60603,Toll-like receptor 2,TLR2,3132528,AF051152,O60603,TLR2_HUMAN,,TLR2,TLR2,HGNC:11848,Human,DB00045
P14625,Endoplasmin,HSP90B1,553797,M33716,P14625,ENPL_HUMAN,,HSP90B1,HSP90B1,HGNC:12028,Human,DB00615
O60760,Hematopoietic prostaglandin D synthase,HPGDS,3046817,D82073,O60760,HPGDS_HUMAN,,,,,Human,DB00143; DB07615
P45844,ATP-binding cassette sub-family G member 1,ABCG1,1160186,X91249,P45844,ABCG1_HUMAN,,ABCG1,ABCG1,HGNC:73,Human,DB00171
P78559,Microtubule-associated protein 1A,MAP1A,1790878,U38291,P78559,MAP1A_HUMAN,,MAP1A,MAP1A,HGNC:6835,Human,DB01196
P07355,Annexin A2,ANXA2,219910,D00017,P07355,ANXA2_HUMAN,,ANXA2,ANXA2,HGNC:537,Human,DB00031
Q9NR96,Toll-like receptor 9,TLR9,8099652,AF259262,Q9NR96,TLR9_HUMAN,,TLR9,TLR9,HGNC:15633,Human,DB00608; DB01611
P14410,"Sucrase-isomaltase, intestinal",SI,36645,X63597,P14410,SUIS_HUMAN,,SI,SI,HGNC:10856,Human,DB00284; DB00747
P04271,Protein S100-B,S100B,337730,M59488,P04271,S100B_HUMAN,,S100B,S100B,HGNC:10500,Human,DB00768
P13726,Tissue factor,F3,339504,M16553,P13726,TF_HUMAN,,F3,F3,HGNC:3541,Human,DB00036
P02751,Fibronectin,FN1,12053817,AJ276395,P02751,FINC_HUMAN,,FN1,FN1,HGNC:3778,Human,DB08888
P22894,Neutrophil collagenase,MMP8,180618,J05556,P22894,MMP8_HUMAN,,MMP8,MMP8,HGNC:7175,Human,DB00786
P14735,Insulin-degrading enzyme,IDE,184556,M21188,P14735,IDE_HUMAN,,IDE,IDE,HGNC:5381,Human,DB00030; DB00071; DB00626
P15559,NAD(P)H dehydrogenase [quinone] 1,NQO1,189246,J03934,P15559,NQO1_HUMAN,,NQO1,NQO1,HGNC:2874,Human,DB00170; DB00266; DB03147
Q08257,Quinone oxidoreductase,CRYZ,292415,L13278,Q08257,QOR_HUMAN,,CRYZ,CRYZ,HGNC:2419,Human,DB00266
Q7Z2W7,Transient receptor potential cation channel subfamily M member 8,TRPM8,20147036,AY090109,Q7Z2W7,TRPM8_HUMAN,,TRPM8,TRPM8,HGNC:17961,Human,DB00825
P28161,Glutathione S-transferase Mu 2,GSTM2,183301,M63509,P28161,GSTM2_HUMAN,,GSTM2,GSTM2,HGNC:4634,Human,DB00143
P25815,Protein S100-P,S100P,36178,X65614,P25815,S100P_HUMAN,,S100P,S100P,HGNC:10504,Human,DB01003
P41594,Metabotropic glutamate receptor 5,GRM5,1408052,D28538,P41594,GRM5_HUMAN,,GRM5,GRM5,HGNC:4597,Human,DB00659; DB06201
O15530,3-phosphoinositide-dependent protein kinase 1,PDPK1,2407613,AF017995,O15530,PDPK1_HUMAN,,PDPK1,PDPK1,HGNC:8816,Human,DB00482
P13569,Cystic fibrosis transmembrane conductance regulator,CFTR,180332,M28668,P13569,CFTR_HUMAN,,CFTR,CFTR,HGNC:1884,Human,DB00887; DB01016; DB01050; DB04941; DB08820
P39900,Macrophage metalloelastase,MMP12,435970,L23808,P39900,MMP12_HUMAN,,MMP12,MMP12,HGNC:7158,Human,DB00551; DB00786
P08100,Rhodopsin,RHO,1236137,U49742,P08100,OPSD_HUMAN,,RHO,RHO,HGNC:10012,Human,DB01159
P22455,Fibroblast growth factor receptor 4,FGFR4,31372,X57205,P22455,FGFR4_HUMAN,,FGFR4,FGFR4,HGNC:3691,Human,DB00039; DB08901; DB09078
Q99808,Equilibrative nucleoside transporter 1,SLC29A1,1845345,U81375,Q99808,S29A1_HUMAN,,SLC29A1,SLC29A1,HGNC:11003,Human,DB00898
P80511,Protein S100-A12,S100A12,1545946,X97859,P80511,S10AC_HUMAN,,S100A12,S100A12,HGNC:10489,Human,DB00768; DB01025
P04040,Catalase,CAT,1228085,X04085,P04040,CATA_HUMAN,,CAT,CAT,HGNC:1516,Human,DB01213
P05113,Interleukin-5,IL5,33836,X04688,P05113,IL5_HUMAN,,IL5,IL5,HGNC:6016,Human,DB01411; DB06612
P12851,Xylose isomerase,xylA,580713,X16042,P12851,XYLA_ACTM4,,,,,Actinoplanes missouriensis (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NCIMB 12654 / NBRC 102363 / 431),DB01638
P37330,Malate synthase G,glcB,517247,X74547,P37330,MASZ_ECOLI,,,,,Escherichia coli (strain K12),DB01638
P12070,Xylose isomerase,xylA,39059,X59466,P12070,XYLA_ARTS7,,,,,Arthrobacter sp. (strain NRRL B3728),DB01638
P24300,Xylose isomerase,xylA,153534,M73789,P24300,XYLA_STRRU,,,,,Streptomyces rubiginosus,DB00126; DB01638
Q05603,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,cobT,535767,L35477,Q05603,COBT_SALTY,,,,,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),DB00173; DB03255
P22637,Cholesterol oxidase,choB,216385,D00712,P22637,CHOD_BREST,,,,,Brevibacterium sterolicum,DB03147
P50870,Streptogramin A acetyltransferase,vatD,433715,L12033,P50870,VATD_ENTFC,,,,,Enterococcus faecium,DB01764
P31939,Bifunctional purine biosynthesis protein PURH,ATIC,1263196,U37436,P31939,PUR9_HUMAN,,ATIC,ATIC,HGNC:794,Human,DB00116; DB00642
Q10588,ADP-ribosyl cyclase 2,BST1,999429,D21878,Q10588,BST1_HUMAN,,BST1,BST1,HGNC:1118,Human,DB02701
P00183,Camphor 5-monooxygenase,camC,151115,M12546,P00183,CPXA_PSEPU,,,,,Pseudomonas putida,DB01011
P00720,Lysozyme,E,15261,X04567,P00720,LYS_BPT4,,,,,Enterobacteria phage T4,DB00373; DB00536; DB03255
P11309,Serine/threonine-protein kinase pim-1,PIM1,387022,M27903,P11309,PIM1_HUMAN,,PIM1,PIM1,HGNC:8986,Human,DB00131
P08519,Apolipoprotein(a),LPA,28620,X06290,P08519,APOA_HUMAN,,LPA,LPA,HGNC:6667,Human,DB00513
Q06187,Tyrosine-protein kinase BTK,BTK,312467,X58957,Q06187,BTK_HUMAN,,BTK,BTK,HGNC:1133,Human,DB09053
Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D,347130,L20970,Q08499,PDE4D_HUMAN,,PDE4D,PDE4D,HGNC:8783,Human,DB00131; DB00651; DB00920; DB01088; DB01656; DB05266
P40859,Monomeric sarcosine oxidase,soxA,984788,D16521,P40859,MSOX_BACB0,,,,,Bacillus sp. (strain B-0618),DB03147
P12256,Penicillin acylase,"",143306,M15660,P12256,PAC_LYSSH,,,,,Lysinibacillus sphaericus,DB00417
Q71U36,Tubulin alpha-1A chain,TUBA1A,37492,X01703,Q71U36,TBA1A_HUMAN,,TUBA1A,TUBA1A,HGNC:20766,Human,DB00518; DB00570; DB00643
Q08881,Tyrosine-protein kinase ITK/TSK,ITK,399658,D13720,Q08881,ITK_HUMAN,,ITK,ITK,HGNC:6171,Human,DB06589
P00953,Tryptophan--tRNA ligase,trpS,143784,M14742,P00953,SYW_GEOSE,,,,,Geobacillus stearothermophilus,DB00150
P43133,Thermolysin,nprS,143254,M34237,P43133,THER_GEOSE,,,,,Geobacillus stearothermophilus,DB03255
P15555,D-alanyl-D-alanine carboxypeptidase,"",515050,X05109,P15555,DAC_STRSR,,,,,Streptomyces sp. (strain R61),DB00456
P37063,Pyruvate oxidase,pox5,28272737,AL935262,P37063,POXB_LACPL,,,,,Lactobacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1),DB03147
P00811,Beta-lactamase,ampC,145267,J01611,P00811,AMPC_ECOLI,,,,,Escherichia coli (strain K12),DB00456; DB01147
Q54873,Hyaluronate lyase,SP_0314,14971788,AE005672,Q54873,HYSA_STRPN,,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB00126
P68371,Tubulin beta-4B chain,TUBB2C,37494,X02344,P68371,TBB4B_HUMAN,,TUBB2C,TUBB2C,HGNC:20771,Human,DB00518; DB00643
O05783,NADPH-ferredoxin reductase FprA,fprA,2076681,BX842582,O05783,FPRA_MYCTU,,,,,Mycobacterium tuberculosis,DB03147
P68366,Tubulin alpha-4A chain,TUBA4A,32015,X06956,P68366,TBA4A_HUMAN,,TUBA4A,TUBA4A,HGNC:12407,Human,DB00541; DB01179; DB06772
P54965,Choloylglycine hydrolase,cbh,882252,U20191,P54965,CBH_CLOPE,,,,,Clostridium perfringens (strain 13 / Type A),DB02659
P30405,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",PPIF,181274,M80254,P30405,PPIF_HUMAN,,PPIF,PPIF,HGNC:9259,Human,DB00091; DB00172
P03176,Thymidine kinase,TK,59524,X14112,P03176,KITH_HHV11,,,,,HHV-1,DB00787; DB01004
Q9WYT0,Thymidylate synthase ThyX,thyX,4980954,AE000512,Q9WYT0,THYX_THEMA,,,,,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),DB03147
Q9L9D7,Cocaine esterase,cocE,7229394,AF173165,Q9L9D7,COCE_RHOSM,,,,,Rhodococcus sp. (strain MB1 Bresler),DB03793
Q13509,Tubulin beta-3 chain,TUBB3,1297274,U47634,Q13509,TBB3_HUMAN,,TUBB3,TUBB3,HGNC:20772,Human,DB04845
P08631,Tyrosine-protein kinase HCK,HCK,306832,M16591,P08631,HCK_HUMAN,,HCK,HCK,HGNC:4840,Human,DB06616
P05193,Beta-lactamase,ampC,40452,X03866,P05193,AMPC_CITFR,,,,,Citrobacter freundii,DB00355
P68638,Complement control protein C3,C3L,60691,X13166,P68638,VCP_VACCW,,,,,VACV,DB04786
P49773,Histidine triad nucleotide-binding protein 1,HINT1,862933,U27143,P49773,HINT1_HUMAN,,HINT1,HINT1,HGNC:4912,Human,DB00131
P32890,Heat-labile enterotoxin B chain,eltB,145833,M17873,P32890,ELBP_ECOLX,,,,,Escherichia coli,DB03793
P83223,Fumarate reductase flavoprotein subunit,SO_0970,24346572,AE014299,P83223,FRDA_SHEON,,,,,Shewanella oneidensis (strain MR-1),DB00518; DB03147
P01556,Cholera enterotoxin subunit B,ctxB,48348,X00171,P01556,CHTB_VIBCH,,,,,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),DB03754
P00438,p-hydroxybenzoate hydroxylase,pobA,49145,X68438,P00438,PHHY_PSEFL,,,,,Pseudomonas fluorescens,DB03147
P09871,Complement C1s subcomponent,C1S,763110,X06596,P09871,C1S_HUMAN,,C1S,C1S,HGNC:1247,Human,DB00002; DB00005; DB00051; DB00054; DB00056; DB00072; DB00073; DB00074; DB00075; DB00078
P50579,Methionine aminopeptidase 2,METAP2,903982,U29607,P50579,MAP2_HUMAN,,METAP2,METAP2,HGNC:16672,Human,DB00134; DB01422
P00484,Chloramphenicol acetyltransferase 3,cat3,47025,X07848,P00484,CAT3_ECOLX,,,,,Escherichia coli,DB02703
P20586,p-hydroxybenzoate hydroxylase,pobA,151506,M23173,P20586,PHHY_PSEAE,,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB03147
P24093,Dr hemagglutinin structural subunit,draA,145801,M62834,P24093,DRAA_ECOLX,,,,,Escherichia coli,DB00446
P12676,Cholesterol oxidase,choA,153212,M31939,P12676,CHOD_STRS0,,,,,Streptomyces sp. (strain SA-COO),DB03147
P28593,Trypanothione reductase,TPR,162317,M38051,P28593,TYTR_TRYCR,,,,,Trypanosoma cruzi,DB03147
P62594,Beta-lactamase TEM,bla,16505919,AL513383,P62594,BLAT_SALTI,,,,,Salmonella typhi,DB01606
O31616,Glycine oxidase,thiO,2633520,Z99110,O31616,GLOX_BACSU,,,,,Bacillus subtilis (strain 168),DB03147
P08164,NH(3)-dependent NAD(+) synthetase,nadE,143279,M15811,P08164,NADE_BACSU,,,,,Bacillus subtilis (strain 168),DB00798
Q9BY41,Histone deacetylase 8,HDAC8,8118721,AF230097,Q9BY41,HDAC8_HUMAN,,HDAC8,HDAC8,HGNC:13315,Human,DB02546
P31992,Tautomerase PptA,pptA,4377521,X60998,P31992,PPTA_ECOLI,,,,,Escherichia coli (strain K12),DB03793
P51512,Matrix metalloproteinase-16,MMP16,2662306,AB009303,P51512,MMP16_HUMAN,,MMP16,MMP16,HGNC:7162,Human,DB00786
P14555,"Phospholipase A2, membrane associated",PLA2G2A,190889,M22430,P14555,PA2GA_HUMAN,,PLA2G2A,PLA2G2A,HGNC:9031,Human,DB00328; DB00586; DB01381; DB04786
O43570,Carbonic anhydrase 12,CA12,2984693,AF051882,O43570,CAH12_HUMAN,,CA12,CA12,HGNC:1371,Human,DB00562; DB00774; DB00909; DB00999
Q9Y5Y6,Suppressor of tumorigenicity 14 protein,ST14,6647302,AF118224,Q9Y5Y6,ST14_HUMAN,,ST14,ST14,HGNC:11344,Human,DB00013
P52758,Ribonuclease UK114,HRSP12,1177435,X95384,P52758,UK114_HUMAN,,HRSP12,HRSP12,HGNC:16897,Human,DB03793
P06993,HTH-type transcriptional regulator MalT,malT,146717,M13585,P06993,MALT_ECOLI,,,,,Escherichia coli (strain K12),DB03793
P09960,Leukotriene A-4 hydrolase,LTA4H,976396,U27293,P09960,LKHA4_HUMAN,,LTA4H,LTA4H,HGNC:6710,Human,DB01197
P46925,Plasmepsin-2,"",858754,L10740,P46925,PLM2_PLAFA,,"","","",Plasmodium falciparum,DB01218
P33673,Chitosanase,csn,23503502,D10624,P33673,CHIS_BACCI,,,,,Bacillus circulans,DB01296
P39662,Flavohemoprotein,hmp,460999,X74334,P39662,HMP_CUPNH,,,,,Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337),DB03147
P51151,Ras-related protein Rab-9A,RAB9A,1174147,U44103,P51151,RAB9A_HUMAN,,RAB9,RAB9,HGNC:9792,Human,DB03793
